"","chromosome","start","stop","driver_line","X5","X6","gene"
"11217","chr3R",25465595,25467798,"VT047323",50,".","Fur1"
"11218","chr3R",25467397,25469511,"VT047324",50,".","Fur1"
"11219","chr3R",25469034,25471308,"VT047325",50,".","Fur1"
"11220","chr3R",25470218,25472710,"R25H06",1000,"-","Fur1"
"11221","chr3R",25470941,25473177,"VT047326",50,".","Fur1"
"11222","chr3R",25472846,25473501,"R57C05",1000,"-",NA
"11223","chr3R",25482724,25483275,"R61B11",1000,"-",NA
"11224","chr3R",25627960,25632063,"R46E09",1000,"+","jigr1"
"11225","chr3R",25628835,25630910,"VT047406",50,".","Ssadh"
"11226","chr3R",25630514,25632588,"VT047407",50,".","Ssadh"
"11227","chr3R",25631368,25634901,"R45C04",1000,"+",NA
"11228","chr3R",25632148,25634323,"VT047408",50,".","jigr1"
"11229","chr3R",25633816,25636036,"VT047409",50,".","jigr1"
"11230","chr3R",25637829,25640006,"VT047411",50,".","jigr1"
"11231","chr3R",25638466,25640117,"R43E06",1000,"+",NA
"11232","chr3R",25639752,25643104,"R45A03",1000,"+","jigr1"
"11233","chr3R",25640948,25643060,"VT047413",50,".","jigr1"
"11234","chr3R",25642194,25645933,"R45G05",1000,"+","jigr1"
"11235","chr3R",25642487,25644573,"VT047414",50,".","jigr1"
"11236","chr3R",25644035,25646118,"VT047415",50,".","jigr1"
"11237","chr3R",25645133,25646919,"R43E10",1000,"+",NA
"11238","chr3R",25645582,25647711,"VT047416",50,".","jigr1"
"11239","chr3R",25646570,25647381,"R43B12",1000,"+","jigr1"
"11240","chr3R",25647548,25648916,"R43D11",1000,"+",NA
"11241","chr3R",25650187,25653187,"VT047418",50,".","Tnks"
"11242","chr3R",25665946,25666837,"R17G11",1000,"+","Lgr3"
"11243","chr3R",25667207,25669246,"R18C07",1000,"+","Lgr3"
"11244","chr3R",25670132,25671057,"R17H01",1000,"+","Lgr3"
"11245","chr3R",25670692,25671828,"R18A01",1000,"+","Lgr3"
"11246","chr3R",25671832,25675515,"R19B09",1000,"+","Lgr3"
"11247","chr3R",25863324,25865447,"VT047535",50,".","CG5890"
"11248","chr3R",25925876,25928980,"R64C08",1000,"-","CCAP-R"
"11249","chr3R",25928215,25931670,"R64E05",1000,"-","CCAP-R"
"11250","chr3R",25930677,25934539,"R64G09",1000,"-","CCAP-R"
"11251","chr3R",25933759,25936933,"R64C12",1000,"-","CCAP-R"
"11252","chr3R",25936161,25939675,"R64E10",1000,"-","CCAP-R"
"11253","chr3R",25938442,25941305,"R64B05",1000,"-","CCAP-R"
"11254","chr3R",25941967,25944023,"R66C01",1000,"-","CCAP-R"
"11255","chr3R",25943478,25947006,"R64F01",1000,"-","CCAP-R"
"11256","chr3R",25946457,25949700,"R64D08",1000,"-","CCAP-R"
"11257","chr3R",25948294,25950954,"R64A12",1000,"-","CCAP-R"
"11258","chr3R",25949672,25953235,"R64F05",1000,"-","CCAP-R"
"11259","chr3R",25952527,25956431,"R64G12",1000,"-","CCAP-R"
"11260","chr3R",25955291,25958465,"R64C11",1000,"-","CCAP-R"
"11261","chr3R",25981078,25983059,"VT047599",50,".","Nf1"
"11262","chr3R",25983004,25984007,"VT047600",50,".","Nf1"
"11263","chr3R",25993930,25994690,"VT047602",50,".","Nf1"
"11264","chr3R",25995916,25997657,"R57E08",1000,"+","E(spl)mdelta-HLH"
"11265","chr3R",25998929,25999901,"R57D02",1000,"+","E(spl)mgamma-HLH"
"11266","chr3R",26001667,26003845,"VT047606",50,".","E(spl)mgamma-HLH"
"11267","chr3R",26018548,26021233,"R10E12",1000,"+","E(spl)m3-HLH"
"11268","chr3R",26024815,26027429,"R27H09",1000,"-","E(spl)m4-BFM"
"11269","chr3R",26026141,26028455,"R27G05",1000,"-","E(spl)m4-BFM"
"11270","chr3R",26026378,26028970,"VT047619",50,".","E(spl)m5-HLH"
"11271","chr3R",26029696,26032908,"R57G07",1000,"-","E(spl)m5-HLH"
"11272","chr3R",26045430,26047637,"VT047629",50,".","gro"
"11273","chr3R",26064120,26066252,"VT047640",50,".","Cfap97D"
"11274","chr3R",26069315,26071418,"VT047643",50,".","Cfap97D"
"11275","chr3R",26072584,26074998,"VT047645",50,".","Cfap97D"
"11276","chr3R",26078888,26079407,"R11H08",1000,"-",NA
"11277","chr3R",26079696,26081922,"R12D05",1000,"-","dysf"
"11278","chr3R",26082119,26084096,"R12C08",1000,"-",NA
"11279","chr3R",26084081,26085193,"R12B01",1000,"-","dysf"
"11280","chr3R",26088313,26091292,"R12F11",1000,"-","dysf"
"11281","chr3R",26090172,26093571,"R13B03",1000,"-","dysf"
"11282","chr3R",26092932,26096609,"R13D07",1000,"-","dysf"
"11283","chr3R",26096869,26099483,"R12E05",1000,"-",NA
"11284","chr3R",26098529,26102078,"R13C07",1000,"-","dysf"
"11285","chr3R",26101163,26104224,"R12G06",1000,"-","dysf"
"11286","chr3R",26103668,26105857,"R12D04",1000,"-",NA
"11287","chr3R",26107319,26108857,"R58E05",1000,"+","CG31324"
"11288","chr3R",26124543,26127905,"R58H06",1000,"+","CG31324"
"11289","chr3R",26126559,26129070,"R58G02",1000,"+",NA
"11290","chr3R",26270814,26272916,"VT047747",50,".","CG6154"
"11291","chr3R",26284714,26286954,"VT047755",50,".","CG6154"
"11292","chr3R",26433505,26437435,"R13F09",1000,"+","tx"
"11293","chr3R",26436655,26439892,"R12H09",1000,"+",NA
"11294","chr3R",26438753,26441001,"R12D06",1000,"+",NA
"11295","chr3R",26444190,26447574,"R13A10",1000,"+","tx"
"11296","chr3R",26456024,26456857,"VT047848",50,".","Pdf"
"11297","chr3R",26456063,26457215,"R61G12",1000,"-","Pdf"
"11298","chr3R",26519460,26521666,"VT047877",50,".","plum"
"11299","chr3R",26520991,26523204,"VT047878",50,".","plum"
"11300","chr3R",26522682,26524910,"VT047879",50,".","plum"
"11301","chr3R",26525950,26528064,"VT047881",50,".","plum"
"11302","chr3R",26527507,26529639,"VT047882",50,".","plum"
"11303","chr3R",26530748,26532823,"VT047884",50,".","plum"
"11304","chr3R",26532350,26534449,"VT047885",50,".","plum"
"11305","chr3R",26533819,26536378,"VT047886",50,".","plum"
"11306","chr3R",26641409,26644259,"R94F10",1000,"-",NA
"11307","chr3R",26643413,26646247,"R94F09",1000,"-",NA
"11308","chr3R",26645379,26648558,"R94F08",1000,"-","beat-VII"
"11309","chr3R",26649500,26651026,"R91C03",1000,"-",NA
"11310","chr3R",26651399,26653098,"R94F07",1000,"-",NA
"11311","chr3R",26651919,26655443,"R91C06",1000,"-",NA
"11312","chr3R",26653683,26656363,"R94F06",1000,"-","beat-VII"
"11313","chr3R",26657564,26660032,"R94F04",1000,"-",NA
"11314","chr3R",26659105,26661490,"R94F05",1000,"-",NA
"11315","chr3R",26661660,26662126,"R91C05",1000,"-","beat-VII"
"11316","chr3R",26662110,26663023,"R91C09",1000,"-","beat-VII"
"11317","chr3R",26663754,26666825,"R91C08",1000,"-",NA
"11318","chr3R",26667218,26670863,"R91D02",1000,"-","beat-VII"
"11319","chr3R",26674639,26678207,"R91C04",1000,"-",NA
"11320","chr3R",26677378,26681020,"R91C12",1000,"-","beat-VII"
"11321","chr3R",26682072,26684268,"R94F03",1000,"-",NA
"11322","chr3R",26684145,26688140,"R91C02",1000,"-","beat-VII"
"11323","chr3R",26687184,26691159,"R91C07",1000,"-",NA
"11324","chr3R",26690286,26692528,"R91C11",1000,"-","beat-VII"
"11325","chr3R",26699389,26700634,"VT047966",50,".","amon"
"11326","chr3R",26700546,26702789,"VT047967",50,".","amon"
"11327","chr3R",26700959,26701543,"R76F08",1000,"-","amon"
"11328","chr3R",26701980,26702510,"R76F12",1000,"-","amon"
"11329","chr3R",26703781,26707121,"R76F10",1000,"-","amon"
"11330","chr3R",26707145,26709336,"VT047971",50,".","amon"
"11331","chr3R",26709228,26712230,"R76F06",1000,"-","amon"
"11332","chr3R",26710886,26713538,"R76G01",1000,"-","amon"
"11333","chr3R",26712044,26714166,"VT047974",50,".","amon"
"11334","chr3R",26756087,26758305,"VT047998",50,".",NA
"11335","chr3R",26877741,26880589,"R94D11",1000,"-","ro"
"11336","chr3R",26912836,26915702,"R90C02",1000,"-",NA
"11337","chr3R",26915844,26916650,"R94B01",1000,"+",NA
"11338","chr3R",26916502,26918426,"R94A07",1000,"+",NA
"11339","chr3R",26917551,26921510,"R94A12",1000,"+",NA
"11340","chr3R",26920212,26922749,"R94A02",1000,"+","CG46339"
"11341","chr3R",26921815,26924674,"R94A10",1000,"+","CG46339"
"11342","chr3R",26925237,26929072,"R94A03",1000,"+","CG46339"
"11343","chr3R",26927692,26930731,"R94A04",1000,"+","CG46339"
"11344","chr3R",26929697,26933607,"R94A08",1000,"+","CG46339"
"11345","chr3R",26935207,26938507,"R94A05",1000,"+",NA
"11346","chr3R",26938601,26938969,"R94A09",1000,"+","CG46339"
"11347","chr3R",26939221,26941498,"R94A06",1000,"+","CG46339"
"11348","chr3R",27026055,27027964,"VT048139",50,".","CG6271"
"11349","chr3R",27028490,27030721,"VT048140",50,".","RYa-R"
"11350","chr3R",27028616,27029828,"R19G10",1000,"+","RYa-R"
"11351","chr3R",27029881,27030678,"R19F11",1000,"+","RYa-R"
"11352","chr3R",27030316,27032428,"VT048141",50,".","RYa-R"
"11353","chr3R",27030826,27033262,"R20C03",1000,"+","RYa-R"
"11354","chr3R",27031937,27034206,"VT048142",50,".","RYa-R"
"11355","chr3R",27032572,27035456,"R20D10",1000,"+",NA
"11356","chr3R",27033667,27035906,"VT048143",50,".","RYa-R"
"11357","chr3R",27034802,27038533,"R21B07",1000,"+","RYa-R"
"11358","chr3R",27037211,27039271,"VT048145",50,".","RYa-R"
"11359","chr3R",27037554,27039589,"R20B02",1000,"+",NA
"11360","chr3R",27039577,27042062,"R20C05",1000,"+","RYa-R"
"11361","chr3R",27041412,27045315,"R21C08",1000,"+","RYa-R"
"11362","chr3R",27042303,27044407,"VT048148",50,".","RYa-R"
"11363","chr3R",27043983,27047464,"R20H08",1000,"+","RYa-R"
"11364","chr3R",27045766,27047863,"VT048150",50,".","RYa-R"
"11365","chr3R",27046361,27049358,"R20E02",1000,"+","RYa-R"
"11366","chr3R",27051069,27055068,"R21D07",1000,"+","RYa-R"
"11367","chr3R",27052504,27054615,"VT048153",50,".","RYa-R"
"11368","chr3R",27054539,27056754,"R20B08",1000,"+","RYa-R"
"11369","chr3R",27055585,27057674,"VT048155",50,".","RYa-R"
"11370","chr3R",27057025,27057448,"R19E12",1000,"+","RYa-R"
"11371","chr3R",27060151,27060760,"VT048156",50,".","Nep5"
"11372","chr3R",27062998,27063774,"VT048158",50,".","Nep5"
"11373","chr3R",27065146,27066207,"VT048160",50,".","spz"
"11374","chr3R",27066421,27068567,"VT048161",50,".","spz"
"11375","chr3R",27263156,27263836,"R56A10",1000,"-",NA
"11376","chr3R",27263906,27264302,"R57H04",1000,"-",NA
"11377","chr3R",27270345,27271177,"R47A05",1000,"-","l(3)mbt"
"11378","chr3R",27272318,27272920,"R46H01",1000,"-",NA
"11379","chr3R",27410919,27413066,"VT048331",50,".","side"
"11380","chr3R",27418445,27421043,"VT048335",50,".","side"
"11381","chr3R",27420449,27422616,"VT048336",50,".","side"
"11382","chr3R",27425610,27427739,"VT048339",50,".","side"
"11383","chr3R",27427197,27429525,"VT048340",50,".","side"
"11384","chr3R",27430802,27432940,"VT048342",50,".","side"
"11385","chr3R",27434236,27436355,"VT048344",50,".","side"
"11386","chr3R",27435987,27438118,"VT048345",50,".","side"
"11387","chr3R",27441159,27443367,"VT048348",50,".","CG13978"
"11388","chr3R",27444625,27446741,"VT048350",50,".","CG13978"
"11389","chr3R",27446370,27448445,"VT048351",50,".","CG13978"
"11390","chr3R",27448075,27450182,"VT048352",50,".","CG13978"
"11391","chr3R",27449778,27452027,"VT048353",50,".","CG13978"
"11392","chr3R",27453280,27455400,"VT048355",50,".","CG13978"
"11393","chr3R",27455002,27457116,"VT048356",50,".","CG13978"
"11394","chr3R",27485710,27488284,"VT048372",50,".","Gr98a"
"11395","chr3R",27561266,27563865,"VT048410",50,".","CG5646"
"11396","chr3R",27563227,27565238,"VT048411",50,".","CG5646"
"11397","chr3R",27565671,27566394,"VT048412",50,".","wdb"
"11398","chr3R",27566429,27568568,"VT048413",50,".","wdb"
"11399","chr3R",27568219,27570329,"VT048414",50,".","wdb"
"11400","chr3R",27569900,27571995,"VT048415",50,".","wdb"
"11401","chr3R",27571446,27573714,"VT048416",50,".","wdb"
"11402","chr3R",27573190,27575399,"VT048417",50,".","wdb"
"11403","chr3R",27574983,27577188,"VT048418",50,".","wdb"
"11404","chr3R",27580138,27582294,"VT048421",50,".","wdb"
"11405","chr3R",27636937,27637897,"R29C03",1000,"+",NA
"11406","chr3R",27658732,27660297,"VT048458",50,".","Mlc1"
"11407","chr3R",27662786,27664576,"VT048460",50,".","unc80"
"11408","chr3R",27667697,27669078,"VT048463",50,".","unc80"
"11409","chr3R",27675292,27676067,"VT048465",50,".","unc80"
"11410","chr3R",27710692,27713928,"R35D03",1000,"+","Ets98B"
"11411","chr3R",27715617,27719257,"R35G01",1000,"+",NA
"11412","chr3R",27721632,27725483,"R36A02",1000,"+",NA
"11413","chr3R",27721951,27724027,"VT048488",50,".","Ets98B"
"11414","chr3R",27731090,27734683,"R35F09",1000,"+","Ets98B"
"11415","chr3R",27733702,27736184,"R34H12",1000,"+","Ets98B"
"11416","chr3R",27736525,27738786,"VT048493",50,".","Ets98B"
"11417","chr3R",27737075,27738921,"R34H01",1000,"+",NA
"11418","chr3R",27740789,27743777,"R35B05",1000,"+",NA
"11419","chr3R",27744535,27746464,"R34H02",1000,"+",NA
"11420","chr3R",27884442,27886513,"VT048567",50,".","CG12426"
"11421","chr3R",27887829,27889993,"VT048569",50,".","CG12426"
"11422","chr3R",27891139,27893373,"VT048571",50,".","CG12426"
"11423","chr3R",27892996,27895175,"VT048572",50,".","mil"
"11424","chr3R",27894622,27896900,"VT048573",50,".","mil"
"11425","chr3R",27901561,27903734,"VT048577",50,".","mil"
"11426","chr3R",27905023,27907114,"VT048579",50,".","mil"
"11427","chr3R",27906696,27908913,"VT048580",50,".","mil"
"11428","chr3R",27908461,27910661,"VT048581",50,".","mil"
"11429","chr3R",27912438,27913620,"VT048583",50,".","mil"
"11430","chr3R",27992484,27994551,"VT048626",50,".","CG4815"
"11431","chr3R",27996035,27998268,"VT048628",50,".","CG4815"
"11432","chr3R",27997692,27999983,"VT048629",50,".","CG4815"
"11433","chr3R",28001349,28003495,"VT048631",50,".","CG4815"
"11434","chr3R",28003124,28005278,"VT048632",50,".","CG4815"
"11435","chr3R",28008351,28010533,"VT048635",50,".","trv"
"11436","chr3R",28011932,28014189,"VT048637",50,".","trv"
"11437","chr3R",28015524,28017596,"VT048639",50,".","trv"
"11438","chr3R",28017311,28019581,"VT048640",50,".","trv"
"11439","chr3R",28019013,28021153,"VT048641",50,".","trv"
"11440","chr3R",28020806,28022939,"VT048642",50,".","trv"
"11441","chr3R",28022611,28024772,"VT048643",50,".","trv"
"11442","chr3R",28026810,28028928,"VT048645",50,".","trv"
"11443","chr3R",28028452,28030540,"VT048646",50,".","trv"
"11444","chr3R",28034620,28036735,"VT048649",50,".","trv"
"11445","chr3R",28037928,28040030,"VT048651",50,".","trv"
"11446","chr3R",28039447,28041647,"VT048652",50,".","trv"
"11447","chr3R",28041215,28043319,"VT048653",50,".","trv"
"11448","chr3R",28042847,28044955,"VT048654",50,".","trv"
"11449","chr3R",28044467,28046675,"VT048655",50,".","trv"
"11450","chr3R",28046143,28048202,"VT048656",50,".","trv"
"11451","chr3R",28053482,28055595,"VT048660",50,".","trv"
"11452","chr3R",28060015,28062151,"VT048664",50,".","trv"
"11453","chr3R",28061612,28063781,"VT048665",50,".","trv"
"11454","chr3R",28064875,28067001,"VT048667",50,".",NA
"11455","chr3R",28076826,28078902,"VT048671",50,".","trv"
"11456","chr3R",28078280,28080364,"VT048672",50,".","trv"
"11457","chr3R",28148613,28150688,"VT048711",50,".","CG34354"
"11458","chr3R",28160964,28163137,"VT048718",50,".","CG34354"
"11459","chr3R",28353471,28355584,"VT048815",50,".","Or98b"
"11460","chr3R",28355190,28357358,"VT048816",50,".","Or98b"
"11461","chr3R",28357045,28359156,"VT048817",50,".","Or98b"
"11462","chr3R",28365938,28368061,"VT048822",50,".","Or98b"
"11463","chr3R",28367729,28369953,"VT048823",50,".","Or98b"
"11464","chr3R",28369188,28373055,"R89D02",1000,"+",NA
"11465","chr3R",28373087,28375292,"VT048826",50,".","Or98b"
"11466","chr3R",28373374,28376761,"R89D04",1000,"+",NA
"11467","chr3R",28374868,28377003,"VT048827",50,".","Or98b"
"11468","chr3R",28376044,28379549,"R89C02",1000,"+","beat-VI"
"11469","chr3R",28378188,28381741,"R89B07",1000,"+",NA
"11470","chr3R",28378473,28380593,"VT048829",50,".","Or98b"
"11471","chr3R",28383757,28387581,"R89C06",1000,"+","beat-VI"
"11472","chr3R",28386962,28390699,"R89A02",1000,"+","beat-VI"
"11473","chr3R",28387331,28389553,"VT048834",50,".","beat-VI"
"11474","chr3R",28389068,28391287,"VT048835",50,".","beat-VI"
"11475","chr3R",28389269,28392477,"R89C08",1000,"+",NA
"11476","chr3R",28391947,28393981,"R89B12",1000,"+","beat-VI"
"11477","chr3R",28393195,28396972,"R89B06",1000,"+","beat-VI"
"11478","chr3R",28396279,28398458,"VT048839",50,".","beat-VI"
"11479","chr3R",28398122,28400210,"VT048840",50,".",NA
"11480","chr3R",28398360,28402016,"R89B01",1000,"+","beat-VI"
"11481","chr3R",28399751,28402026,"VT048841",50,".","beat-VI"
"11482","chr3R",28400703,28404651,"R89A01",1000,"+","beat-VI"
"11483","chr3R",28401668,28403792,"VT048842",50,".","beat-VI"
"11484","chr3R",28403286,28405586,"VT048843",50,".","beat-VI"
"11485","chr3R",28404028,28407660,"R89D06",1000,"+","beat-VI"
"11486","chr3R",28405129,28407452,"VT048844",50,".","beat-VI"
"11487","chr3R",28406449,28409793,"R89C05",1000,"+",NA
"11488","chr3R",28408748,28412255,"R89D01",1000,"+","beat-VI"
"11489","chr3R",28408779,28410935,"VT048846",50,".","beat-VI"
"11490","chr3R",28411043,28414785,"R89C10",1000,"+","beat-VI"
"11491","chr3R",28412344,28414603,"VT048848",50,".","beat-VI"
"11492","chr3R",28414200,28416456,"VT048849",50,".","beat-VI"
"11493","chr3R",28414222,28417797,"R89B02",1000,"+","beat-VI"
"11494","chr3R",28418220,28420341,"VT048851",50,".","beat-VI"
"11495","chr3R",28418836,28420832,"R89A08",1000,"+","beat-VI"
"11496","chr3R",28419953,28421959,"R89C04",1000,"+","beat-VI"
"11497","chr3R",28419958,28422120,"VT048852",50,".","beat-VI"
"11498","chr3R",28420798,28423988,"R89A07",1000,"+","beat-VI"
"11499","chr3R",28423331,28425572,"VT048854",50,".","beat-VI"
"11500","chr3R",28423343,28426466,"R89C03",1000,"+","beat-VI"
"11501","chr3R",28425448,28428593,"R89A12",1000,"+",NA
"11502","chr3R",28427925,28431485,"R89D05",1000,"+",NA
"11503","chr3R",28430405,28432534,"VT048858",50,".","beat-VI"
"11504","chr3R",28430950,28434647,"R89C12",1000,"+",NA
"11505","chr3R",28432180,28434312,"VT048859",50,".","beat-VI"
"11506","chr3R",28433556,28437279,"R89A10",1000,"+",NA
"11507","chr3R",28433907,28436080,"VT048860",50,".","beat-VI"
"11508","chr3R",28435629,28437846,"VT048861",50,".","beat-VI"
"11509","chr3R",28436577,28440485,"R89B08",1000,"+","beat-VI"
"11510","chr3R",28438988,28442923,"R89B05",1000,"+","beat-VI"
"11511","chr3R",28439175,28441291,"VT048863",50,".","beat-VI"
"11512","chr3R",28440876,28442994,"VT048864",50,".","beat-VI"
"11513","chr3R",28442498,28446293,"R89A05",1000,"+",NA
"11514","chr3R",28442657,28444756,"VT048865",50,".","beat-VI"
"11515","chr3R",28444408,28446532,"VT048866",50,".","beat-VI"
"11516","chr3R",28445151,28448926,"R89A09",1000,"+","beat-VI"
"11517","chr3R",28448285,28452049,"R89B11",1000,"+",NA
"11518","chr3R",28449629,28451744,"VT048869",50,".","beat-VI"
"11519","chr3R",28450738,28454062,"R89C11",1000,"+","beat-VI"
"11520","chr3R",28451356,28453471,"VT048870",50,".","beat-VI"
"11521","chr3R",28453437,28457244,"R89C07",1000,"+",NA
"11522","chr3R",28456218,28460187,"R89A03",1000,"+","beat-VI"
"11523","chr3R",28458377,28460453,"VT048874",50,".","beat-VI"
"11524","chr3R",28459410,28462058,"R89C01",1000,"+","beat-VI"
"11525","chr3R",28460102,28462266,"VT048875",50,".","beat-VI"
"11526","chr3R",28461848,28463994,"VT048876",50,".","beat-VI"
"11527","chr3R",28462143,28463756,"R89B09",1000,"+","beat-VI"
"11528","chr3R",28463626,28465750,"VT048877",50,".","beat-VI"
"11529","chr3R",28465356,28467575,"VT048878",50,".","beat-VI"
"11530","chr3R",28466525,28469285,"R89A06",1000,"+","beat-VI"
"11531","chr3R",28467073,28469304,"VT048879",50,".","beat-VI"
"11532","chr3R",28468669,28472180,"R89B10",1000,"+","beat-VI"
"11533","chr3R",28470561,28472806,"VT048881",50,".","beat-VI"
"11534","chr3R",28473216,28475148,"R89B04",1000,"+","CG1894"
"11535","chr3R",28476147,28478235,"VT048884",50,".","Myst5"
"11536","chr3R",28479134,28481232,"VT048886",50,".","Myst5"
"11537","chr3R",28480675,28482775,"VT048887",50,".","Myst5"
"11538","chr3R",28517596,28519723,"VT048905",50,".","CG31051"
"11539","chr3R",28519903,28520481,"VT048906",50,".","CG31051"
"11540","chr3R",28520408,28520763,"VT048907",50,".","CG31051"
"11541","chr3R",28544122,28544819,"VT048918",50,".","mIF2"
"11542","chr3R",28548410,28550593,"VT048921",50,".","mIF2"
"11543","chr3R",28551920,28554059,"VT048923",50,".","mIF2"
"11544","chr3R",28560445,28562700,"VT048928",50,".","mIF2"
"11545","chr3R",28564111,28566364,"VT048930",50,".","fkh"
"11546","chr3R",28567573,28569663,"VT048932",50,".","fkh"
"11547","chr3R",28569314,28571492,"VT048933",50,".","fkh"
"11548","chr3R",28571069,28573152,"VT048934",50,".","fkh"
"11549","chr3R",28572707,28574894,"VT048935",50,".","fkh"
"11550","chr3R",28574562,28576616,"VT048936",50,".","fkh"
"11551","chr3R",28576303,28578394,"VT048937",50,".","fkh"
"11552","chr3R",28578042,28580128,"VT048938",50,".","fkh"
"11553","chr3R",28579780,28581981,"VT048939",50,".","fkh"
"11554","chr3R",28584399,28585251,"VT048940",50,".","fkh"
"11555","chr3R",28585389,28586790,"R18A08",1000,"-","fkh"
"11556","chr3R",28586174,28589914,"R17D02",1000,"-","fkh"
"11557","chr3R",28587005,28589145,"VT048942",50,".","fkh"
"11558","chr3R",28588434,28590577,"VT048943",50,".","fkh"
"11559","chr3R",28589173,28591932,"R16E04",1000,"-","fkh"
"11560","chr3R",28589975,28592125,"VT048944",50,".","fkh"
"11561","chr3R",28592856,28595111,"VT048946",50,".","Noa36"
"11562","chr3R",28594486,28596626,"VT048947",50,".","Noa36"
"11563","chr3R",28594746,28598028,"R16H06",1000,"-","fkh"
"11564","chr3R",28680273,28682412,"VT048992",50,".","snu"
"11565","chr3R",28737616,28740511,"R65D02",1000,"-","AstA-R2"
"11566","chr3R",28740161,28742416,"VT049025",50,".","AstA-R2"
"11567","chr3R",28740943,28743517,"R65B09",1000,"-","AstA-R2"
"11568","chr3R",28744433,28748383,"R67E10",1000,"-","AstA-R2"
"11569","chr3R",28927298,28929428,"VT049105",50,".","DIP-gamma"
"11570","chr3R",28934421,28936648,"VT049109",50,".","DIP-gamma"
"11571","chr3R",28937900,28940162,"VT049111",50,".","DIP-gamma"
"11572","chr3R",28939743,28941885,"VT049112",50,".","DIP-gamma"
"11573","chr3R",28941567,28943644,"VT049113",50,".","DIP-gamma"
"11574","chr3R",28945143,28947265,"VT049115",50,".","DIP-gamma"
"11575","chr3R",28948622,28950871,"VT049117",50,".","DIP-gamma"
"11576","chr3R",28950464,28952539,"VT049118",50,".","DIP-gamma"
"11577","chr3R",28952192,28954334,"VT049119",50,".","DIP-gamma"
"11578","chr3R",28954018,28956111,"VT049120",50,".","DIP-gamma"
"11579","chr3R",28955755,28957880,"VT049121",50,".","DIP-gamma"
"11580","chr3R",28959370,28961487,"VT049123",50,".","DIP-gamma"
"11581","chr3R",28961159,28963267,"VT049124",50,".","DIP-gamma"
"11582","chr3R",28962931,28964992,"VT049125",50,".","DIP-gamma"
"11583","chr3R",28964668,28966773,"VT049126",50,".","DIP-gamma"
"11584","chr3R",28966440,28968622,"VT049127",50,".","DIP-gamma"
"11585","chr3R",28968240,28970360,"VT049128",50,".","DIP-gamma"
"11586","chr3R",28972251,28974344,"VT049130",50,".","DIP-gamma"
"11587","chr3R",28973923,28976033,"VT049131",50,".","DIP-gamma"
"11588","chr3R",28980578,28982679,"VT049135",50,".","DIP-gamma"
"11589","chr3R",28982163,28984341,"VT049136",50,".","DIP-gamma"
"11590","chr3R",28983903,28986002,"VT049137",50,".","DIP-gamma"
"11591","chr3R",28985565,28987686,"VT049138",50,".","DIP-gamma"
"11592","chr3R",28987244,28989437,"VT049139",50,".","DIP-gamma"
"11593","chr3R",29003934,29006138,"VT049148",50,".","wat"
"11594","chr3R",29039251,29041157,"R29D12",1000,"+",NA
"11595","chr3R",29042213,29042922,"R29B05",1000,"+",NA
"11596","chr3R",29042665,29044413,"R29D07",1000,"+",NA
"11597","chr3R",29175240,29177600,"VT049238",50,".","jus"
"11598","chr3R",29176501,29178891,"VT049239",50,".","jus"
"11599","chr3R",29176698,29177452,"R54F11",1000,"-",NA
"11600","chr3R",29177670,29178707,"R54H10",1000,"-",NA
"11601","chr3R",29179114,29181325,"VT049241",50,".","jus"
"11602","chr3R",29181844,29184959,"R55F01",1000,"-","jus"
"11603","chr3R",29184406,29188287,"R59D01",1000,"-","jus"
"11604","chr3R",29187094,29189640,"R55D02",1000,"-","jus"
"11605","chr3R",29188275,29191864,"R59A11",1000,"-",NA
"11606","chr3R",29188277,29190371,"VT049245",50,".","jus"
"11607","chr3R",29189769,29191922,"VT049246",50,".","jus"
"11608","chr3R",29191311,29194982,"R55G02",1000,"-","jus"
"11609","chr3R",29191318,29193513,"VT049247",50,".","jus"
"11610","chr3R",29192913,29194969,"VT049248",50,".","jus"
"11611","chr3R",29194956,29197590,"R90B09",1000,"-",NA
"11612","chr3R",29215806,29217128,"R57E01",1000,"+",NA
"11613","chr3R",29253870,29255756,"VT049274",50,".","stg"
"11614","chr3R",29253903,29254908,"R31A07",1000,"-",NA
"11615","chr3R",29256079,29259768,"R32B06",1000,"-","stg"
"11616","chr3R",29259024,29262168,"R31F08",1000,"-","stg"
"11617","chr3R",29260720,29264219,"R32A01",1000,"-",NA
"11618","chr3R",29262778,29265838,"R31F05",1000,"-","stg"
"11619","chr3R",29262789,29264947,"VT049279",50,".","stg"
"11620","chr3R",29264545,29266630,"VT049280",50,".","stg"
"11621","chr3R",29265179,29268593,"R31H08",1000,"-","stg"
"11622","chr3R",29266217,29268369,"VT049281",50,".","stg"
"11623","chr3R",29267967,29271940,"R32E06",1000,"-","stg"
"11624","chr3R",29267987,29270119,"VT049282",50,".","stg"
"11625","chr3R",29271185,29275022,"R32C12",1000,"-","stg"
"11626","chr3R",29274284,29278067,"R32C02",1000,"-",NA
"11627","chr3R",29277354,29279624,"R31C09",1000,"-","stg"
"11628","chr3R",29278825,29281947,"R31F07",1000,"-","stg"
"11629","chr3R",29280719,29284555,"R32C11",1000,"-","stg"
"11630","chr3R",29283362,29287688,"R32F08",1000,"-","stg"
"11631","chr3R",29287135,29290993,"R32D05",1000,"-","stg"
"11632","chr3R",29290167,29293350,"R31G02",1000,"-","stg"
